Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Recommended_Major
a,d,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Law
a,a,No,Yes,Yes,Yes,No,No,Yes,No,Law
a,b,No,No,No,No,Yes,No,Yes,Yes,Law
a,c,No,No,Yes,No,No,Yes,Yes,Yes,Law
a,c,No,Yes,Yes,No,No,No,Yes,Yes,Law
b,b,No,No,Yes,No,Yes,No,Yes,Yes,Law
a,b,No,No,No,Yes,Yes,Yes,No,No,Law
a,a,Yes,No,Yes,No,No,No,Yes,Yes,Law
a,b,No,No,No,No,No,Yes,Yes,No,Law
a,b,Yes,No,No,Yes,No,No,No,Yes,Law
c,b,No,No,Yes,No,Yes,No,No,Yes,Law
b,b,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Law
c,c,No,Yes,No,No,Yes,No,Yes,Yes,Law
a,c,No,No,No,No,Yes,No,Yes,No,Law
a,d,No,No,No,Yes,Yes,Yes,Yes,Yes,Law
a,c,No,No,Yes,No,Yes,Yes,Yes,No,Law
c,b,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Law
a,b,Yes,Yes,No,No,Yes,No,No,No,Law
a,d,No,No,Yes,Yes,Yes,No,No,No,Law
a,b,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Law
a,b,No,No,No,Yes,No,No,No,No,Law
a,a,No,Yes,Yes,No,Yes,Yes,Yes,No,Law
a,a,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Law
a,c,Yes,No,No,No,Yes,Yes,Yes,No,Law
a,b,Yes,No,No,No,No,No,Yes,Yes,Law
a,b,Yes,No,Yes,No,No,Yes,Yes,Yes,Law
a,b,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Law
b,b,Yes,No,Yes,No,Yes,No,Yes,No,Law
a,d,No,Yes,No,No,Yes,No,No,Yes,Law
a,d,No,No,No,Yes,Yes,No,No,No,Law
a,d,Yes,No,Yes,Yes,Yes,Yes,No,No,Law
a,c,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Law
a,a,Yes,No,No,No,No,No,Yes,No,Law
b,b,No,No,Yes,Yes,Yes,No,Yes,No,Law
a,c,No,Yes,No,No,No,Yes,No,Yes,Law
a,d,Yes,No,Yes,No,Yes,No,Yes,Yes,Law
a,d,Yes,Yes,No,No,Yes,No,No,Yes,Law
a,a,No,Yes,No,No,Yes,No,Yes,Yes,Law
a,b,Yes,No,No,No,Yes,Yes,Yes,Yes,Law
a,d,Yes,Yes,Yes,No,Yes,No,Yes,No,Law
a,a,No,Yes,Yes,No,Yes,Yes,No,No,Law
a,a,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Law
b,b,No,Yes,No,No,Yes,No,Yes,No,Law
a,b,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Law
a,a,No,No,Yes,No,Yes,Yes,No,Yes,Law
a,c,No,Yes,No,No,Yes,Yes,Yes,Yes,Law
b,b,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Law
c,b,No,No,No,No,Yes,No,Yes,Yes,Law
a,c,No,No,No,Yes,No,Yes,Yes,No,Law
a,c,Yes,No,No,No,Yes,No,Yes,No,Law
a,d,No,No,No,No,Yes,No,Yes,No,Law
a,c,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Law
a,b,No,No,Yes,No,Yes,Yes,Yes,No,Law
a,b,Yes,No,No,No,Yes,No,Yes,Yes,Law
a,c,No,No,Yes,No,Yes,No,Yes,No,Law
a,c,Yes,Yes,No,No,Yes,No,No,Yes,Law
a,c,Yes,No,Yes,No,Yes,Yes,No,No,Law
a,b,No,No,No,No,Yes,No,Yes,No,Law
a,b,Yes,No,No,No,No,No,Yes,No,Law
a,a,Yes,No,No,Yes,Yes,No,No,No,Law
a,d,No,Yes,Yes,No,No,No,Yes,Yes,Law
a,d,No,Yes,Yes,No,Yes,Yes,No,No,Law
a,a,No,Yes,No,Yes,Yes,No,Yes,No,Law
a,a,Yes,No,Yes,Yes,Yes,No,No,Yes,Law
a,d,No,Yes,No,No,No,No,Yes,Yes,Law
b,b,No,No,No,No,Yes,No,Yes,No,Law
a,c,Yes,No,No,Yes,Yes,No,Yes,Yes,Law
a,b,Yes,No,No,Yes,Yes,No,No,No,Law
a,d,Yes,No,No,No,Yes,No,Yes,Yes,Law
a,d,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Law
b,c,Yes,No,No,No,Yes,No,Yes,Yes,Law
c,a,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Media
a,a,Yes,No,No,No,No,No,No,Yes,Media
c,a,No,No,No,No,Yes,No,No,No,Media
b,a,Yes,No,No,No,No,No,No,No,Media
a,a,Yes,Yes,Yes,No,No,No,Yes,No,Media
c,a,No,No,No,No,Yes,No,No,Yes,Media
c,b,No,Yes,No,Yes,No,Yes,Yes,Yes,Media
c,a,No,Yes,No,Yes,Yes,Yes,Yes,No,Media
c,a,Yes,No,No,No,Yes,Yes,Yes,Yes,Media
a,a,Yes,Yes,Yes,No,No,No,No,No,Media
c,a,Yes,No,No,No,Yes,No,Yes,Yes,Media
c,c,No,Yes,No,Yes,Yes,Yes,Yes,No,Media
b,a,No,Yes,No,No,Yes,Yes,No,No,Media
b,a,No,Yes,No,No,No,Yes,No,Yes,Media
c,a,Yes,No,No,Yes,No,No,Yes,No,Media
c,b,Yes,Yes,No,No,Yes,Yes,No,No,Media
c,a,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Media
c,a,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Media
c,a,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Media
c,a,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Media
c,a,No,Yes,Yes,No,No,Yes,Yes,Yes,Media
c,b,Yes,No,No,Yes,No,Yes,No,Yes,Media
b,a,Yes,Yes,Yes,No,Yes,Yes,No,No,Media
b,a,Yes,No,No,No,Yes,Yes,Yes,Yes,Media
c,d,Yes,Yes,No,No,No,No,No,Yes,Media
a,a,Yes,No,Yes,Yes,No,Yes,No,Yes,Media
c,c,No,Yes,No,No,Yes,Yes,Yes,No,Media
c,b,No,Yes,Yes,No,Yes,Yes,Yes,No,Media
b,a,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Media
c,a,Yes,No,Yes,No,No,Yes,Yes,No,Media
c,a,No,No,Yes,No,No,Yes,Yes,Yes,Media
c,c,No,Yes,No,No,Yes,Yes,Yes,Yes,Media
c,a,Yes,No,No,Yes,No,Yes,Yes,Yes,Media
c,d,No,Yes,No,No,No,Yes,Yes,No,Media
b,a,Yes,Yes,No,No,No,Yes,No,Yes,Media
c,a,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Media
a,a,Yes,No,Yes,Yes,Yes,Yes,No,No,Media
b,b,Yes,No,No,No,Yes,Yes,No,No,Media
a,a,Yes,No,No,Yes,No,No,No,Yes,Media
c,a,No,No,No,No,No,Yes,No,No,Media
b,b,Yes,No,Yes,No,Yes,Yes,No,No,Media
c,a,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Media
c,a,Yes,No,No,Yes,Yes,No,Yes,Yes,Media
c,a,No,No,No,No,Yes,Yes,No,No,Media
a,a,No,No,Yes,No,No,Yes,No,No,Media
b,a,Yes,No,No,No,No,Yes,Yes,No,Media
c,a,No,Yes,Yes,No,Yes,Yes,No,Yes,Media
c,b,Yes,Yes,No,Yes,No,No,Yes,No,Media
c,b,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Media
c,b,Yes,Yes,No,No,No,Yes,Yes,Yes,Media
c,a,No,No,No,Yes,No,Yes,No,No,Media
c,b,Yes,No,No,No,No,No,No,No,Media
c,d,Yes,No,No,Yes,Yes,Yes,No,No,Media
b,a,Yes,Yes,Yes,No,No,Yes,Yes,No,Media
c,b,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Media
a,a,Yes,Yes,Yes,No,No,Yes,No,Yes,Media
c,b,Yes,No,No,Yes,Yes,No,No,No,Media
c,a,No,No,Yes,No,No,Yes,Yes,No,Media
a,a,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Media
a,c,Yes,Yes,No,No,No,Yes,No,No,Media
c,a,No,No,Yes,Yes,Yes,Yes,No,No,Media
a,a,No,Yes,No,No,No,Yes,No,Yes,Media
c,a,No,No,Yes,No,No,Yes,No,Yes,Media
c,b,Yes,Yes,Yes,No,No,Yes,No,No,Media
b,a,Yes,Yes,No,No,No,No,No,No,Media
a,a,No,No,No,No,No,Yes,No,Yes,Media
a,c,Yes,Yes,No,Yes,No,Yes,No,No,Media
b,a,No,Yes,Yes,No,No,Yes,No,Yes,Media
c,b,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Media
c,c,Yes,No,No,Yes,No,Yes,No,Yes,Media
c,a,No,Yes,Yes,Yes,No,Yes,No,Yes,Media
c,d,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Media
b,c,Yes,Yes,No,No,No,Yes,No,No,Media
c,a,No,Yes,Yes,Yes,No,Yes,Yes,No,Media
a,a,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Media
c,a,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Media
c,a,No,No,Yes,Yes,Yes,Yes,Yes,No,Media
b,a,No,Yes,No,No,Yes,Yes,Yes,No,Media
a,a,Yes,Yes,No,Yes,No,No,No,Yes,Media
c,a,Yes,Yes,Yes,Yes,No,No,Yes,No,Media
c,b,Yes,Yes,No,Yes,Yes,No,Yes,No,Media
b,a,Yes,No,No,Yes,No,Yes,No,No,Media
c,b,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Media
a,b,Yes,Yes,Yes,No,No,Yes,No,Yes,Media
c,d,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Media
b,a,Yes,No,Yes,No,No,Yes,Yes,No,Media
c,a,Yes,No,No,No,No,No,Yes,Yes,Media
a,a,Yes,Yes,Yes,No,No,No,No,Yes,Media
c,b,Yes,Yes,No,Yes,No,Yes,No,Yes,Media
c,a,No,Yes,No,No,Yes,Yes,Yes,No,Media
c,a,No,Yes,No,No,No,No,Yes,No,Media
a,d,Yes,Yes,No,No,No,Yes,No,No,Media
c,d,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Media
c,a,Yes,No,No,No,Yes,No,Yes,No,Media
c,a,No,No,No,No,No,Yes,Yes,No,Media
c,a,No,Yes,No,Yes,No,No,No,Yes,Media
c,a,No,No,No,No,Yes,Yes,Yes,Yes,Media
c,a,No,Yes,Yes,No,Yes,Yes,Yes,No,Media
a,a,Yes,No,Yes,No,No,No,No,No,Media
c,a,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Media
b,c,Yes,Yes,No,No,Yes,Yes,Yes,No,Media
c,d,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Media
c,c,Yes,No,No,No,Yes,Yes,No,No,Media
a,c,Yes,Yes,No,Yes,No,Yes,No,Yes,Media
a,b,Yes,Yes,No,No,No,Yes,No,Yes,Media
c,a,Yes,Yes,Yes,Yes,No,No,No,Yes,Media
c,a,No,Yes,No,Yes,Yes,No,No,No,Media
c,a,No,No,Yes,Yes,Yes,Yes,No,Yes,Media
a,a,Yes,No,Yes,No,No,Yes,No,Yes,Media
c,d,Yes,Yes,No,No,No,No,No,No,Media
b,a,Yes,Yes,Yes,No,No,Yes,No,Yes,Media
c,a,Yes,No,Yes,Yes,No,Yes,Yes,No,Media
c,b,No,Yes,Yes,Yes,No,Yes,Yes,No,Media
c,a,Yes,No,No,Yes,No,Yes,No,Yes,Media
a,a,No,Yes,No,Yes,No,Yes,No,No,Media
c,a,No,No,No,Yes,Yes,Yes,No,No,Media
b,a,Yes,Yes,No,No,No,Yes,Yes,Yes,Media
c,a,Yes,Yes,No,No,Yes,No,Yes,No,Media
a,a,Yes,No,No,Yes,No,Yes,Yes,Yes,Media
a,a,No,No,No,Yes,No,Yes,No,Yes,Media
c,a,No,No,No,No,No,Yes,Yes,Yes,Media
c,d,Yes,Yes,No,No,No,Yes,Yes,Yes,Media
a,a,Yes,No,No,No,No,Yes,Yes,No,Media
c,a,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Media
a,a,Yes,No,Yes,Yes,No,No,No,No,Media
b,a,Yes,No,Yes,No,Yes,No,No,No,Media
b,a,Yes,No,Yes,No,No,Yes,No,No,Media
a,a,No,No,Yes,Yes,No,Yes,No,Yes,Media
c,a,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Media
c,a,No,No,Yes,No,No,No,No,No,Media
c,a,No,No,Yes,No,No,No,No,Yes,Media
c,b,Yes,No,No,Yes,No,Yes,No,No,Media
b,a,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Media
c,b,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Media
c,c,Yes,Yes,No,Yes,No,Yes,No,Yes,Media
c,b,No,Yes,No,Yes,No,Yes,Yes,No,Media
c,d,Yes,No,No,Yes,Yes,No,No,No,Media
c,b,Yes,No,No,No,Yes,Yes,No,Yes,Media
c,a,No,Yes,No,No,Yes,Yes,No,Yes,Media
c,a,No,No,Yes,No,No,Yes,No,No,Media
b,b,Yes,No,Yes,No,No,Yes,No,No,Media
c,a,No,No,Yes,Yes,No,No,No,No,Media
c,b,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Media
c,b,Yes,No,No,No,Yes,No,No,No,Media
c,a,Yes,No,No,No,Yes,Yes,Yes,No,Media
c,d,Yes,No,Yes,No,No,Yes,No,Yes,Media
b,a,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Media
c,c,Yes,Yes,No,Yes,Yes,Yes,No,No,Media
b,a,Yes,Yes,No,No,Yes,No,No,No,Media
c,a,No,No,No,Yes,Yes,Yes,No,Yes,Media
c,a,Yes,Yes,Yes,No,Yes,No,Yes,No,Media
c,a,No,Yes,Yes,Yes,No,No,Yes,Yes,Media
c,a,Yes,No,No,No,No,No,No,Yes,Media
c,d,Yes,Yes,No,Yes,No,Yes,Yes,No,Media
a,a,No,Yes,Yes,No,No,No,No,No,Media
c,d,Yes,Yes,No,Yes,Yes,Yes,No,No,Media
c,b,Yes,Yes,No,No,Yes,Yes,No,Yes,Media
a,d,Yes,No,No,No,No,Yes,No,No,Media
c,b,Yes,No,No,Yes,Yes,Yes,No,Yes,Media
c,d,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Media
c,a,Yes,No,No,Yes,Yes,No,Yes,No,Media
a,c,Yes,No,No,No,No,Yes,No,Yes,Media
c,a,No,No,No,Yes,No,Yes,Yes,No,Media
c,d,Yes,No,No,No,No,Yes,Yes,No,Media
b,a,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Media
c,a,No,Yes,No,Yes,No,No,Yes,No,Media
c,a,No,No,No,No,Yes,Yes,Yes,No,Media
c,d,Yes,Yes,No,Yes,No,Yes,No,No,Media
c,c,No,Yes,No,Yes,No,Yes,Yes,No,Media
a,a,Yes,Yes,Yes,Yes,No,Yes,No,No,Media
a,a,Yes,Yes,No,Yes,No,No,Yes,No,Media
c,a,Yes,No,Yes,Yes,Yes,No,No,No,Media
a,b,Yes,No,No,No,No,Yes,No,No,Media
a,a,No,Yes,No,Yes,No,Yes,No,Yes,Media
b,a,Yes,Yes,No,No,No,No,Yes,No,Media
c,c,Yes,No,No,No,Yes,Yes,No,Yes,Media
c,a,Yes,No,No,Yes,Yes,Yes,Yes,No,Media
c,a,Yes,No,No,No,Yes,Yes,No,Yes,Media
c,b,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Media
c,a,No,No,No,Yes,No,Yes,Yes,Yes,Media
b,a,No,No,No,No,No,Yes,No,No,Media
a,a,Yes,No,Yes,Yes,No,Yes,Yes,No,Media
c,a,Yes,Yes,No,Yes,No,Yes,Yes,No,Media
b,a,Yes,Yes,Yes,No,No,No,Yes,No,Media
c,d,Yes,No,Yes,Yes,No,Yes,No,Yes,Media
c,a,No,Yes,Yes,Yes,Yes,Yes,No,No,Media
c,b,Yes,Yes,Yes,Yes,No,Yes,No,No,Media
a,b,Yes,No,Yes,Yes,No,Yes,No,No,Media
c,d,Yes,No,No,Yes,No,Yes,Yes,Yes,Media
b,c,Yes,No,No,No,Yes,Yes,No,No,Media
c,a,Yes,No,Yes,No,No,Yes,No,No,Media
a,a,Yes,Yes,No,No,Yes,Yes,No,Yes,Media
c,d,Yes,No,No,Yes,Yes,Yes,Yes,No,Media
a,d,Yes,Yes,Yes,No,No,Yes,Yes,No,Media
c,b,Yes,Yes,No,No,Yes,No,Yes,No,Media
c,b,Yes,No,No,No,No,No,No,Yes,Media
a,a,Yes,Yes,No,Yes,No,No,No,No,Media
b,b,Yes,Yes,Yes,No,No,Yes,No,No,Media
b,a,Yes,Yes,Yes,No,No,No,No,Yes,Media
c,d,No,Yes,Yes,No,No,Yes,Yes,No,Media
b,c,Yes,Yes,No,No,No,Yes,No,Yes,Media
a,a,Yes,Yes,No,Yes,No,Yes,No,No,Media
c,d,Yes,Yes,No,No,Yes,Yes,No,Yes,Media
c,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Media
a,a,No,Yes,Yes,No,No,Yes,Yes,Yes,Media
c,d,Yes,No,No,Yes,No,No,No,No,Media
c,a,No,Yes,Yes,Yes,No,Yes,No,No,Media
c,b,Yes,No,No,Yes,No,Yes,Yes,Yes,Media
b,b,Yes,Yes,Yes,No,No,Yes,Yes,No,Media
b,a,Yes,No,No,No,No,No,Yes,No,Media
c,a,Yes,No,No,Yes,Yes,Yes,No,No,Media
c,b,Yes,Yes,Yes,No,No,Yes,Yes,No,Media
c,a,Yes,No,No,Yes,No,Yes,No,No,Media
c,a,Yes,No,Yes,No,Yes,No,No,Yes,Media
c,a,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Media
c,b,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Media
a,a,Yes,No,No,No,Yes,Yes,No,No,Media
c,a,Yes,Yes,Yes,No,No,No,No,No,Media
a,d,Yes,Yes,No,No,No,Yes,No,Yes,Media
c,b,Yes,Yes,No,No,No,No,No,No,Media
a,a,Yes,Yes,No,No,No,Yes,No,Yes,Media
a,a,Yes,No,No,No,No,No,Yes,No,Media
a,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Media
c,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Media
c,a,Yes,No,No,Yes,Yes,Yes,No,Yes,Media
a,a,Yes,Yes,Yes,No,Yes,Yes,No,No,Media
c,a,Yes,No,No,Yes,No,Yes,Yes,No,Media
b,b,Yes,No,No,No,No,Yes,Yes,No,Media
a,a,Yes,No,Yes,No,No,Yes,No,No,Media
b,a,No,Yes,Yes,No,Yes,Yes,No,Yes,Media
a,a,No,Yes,No,No,No,Yes,No,No,Media
c,a,Yes,Yes,No,Yes,No,Yes,No,No,Media
c,a,No,Yes,Yes,No,No,Yes,No,No,Media
b,a,Yes,Yes,No,No,Yes,Yes,No,Yes,Media
c,a,Yes,No,No,Yes,No,No,No,Yes,Media
a,d,Yes,No,Yes,No,No,Yes,No,No,Media
b,a,Yes,Yes,No,Yes,No,Yes,No,No,Media
a,b,Yes,Yes,No,No,No,Yes,Yes,No,Media
c,c,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Media
a,a,Yes,No,No,Yes,No,No,No,No,Media
b,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Media
b,a,Yes,No,Yes,No,No,Yes,Yes,Yes,Media
c,b,Yes,Yes,No,No,No,Yes,No,Yes,Media
c,a,Yes,No,No,No,No,No,No,No,Media
b,b,Yes,Yes,No,No,No,Yes,No,Yes,Media
a,a,Yes,No,Yes,No,No,Yes,Yes,No,Media
c,b,Yes,Yes,No,Yes,No,No,Yes,Yes,Media
c,b,No,Yes,No,No,Yes,Yes,Yes,Yes,Media
c,a,Yes,Yes,Yes,No,Yes,Yes,No,No,Media
c,a,Yes,No,Yes,Yes,No,Yes,No,No,Media
c,a,No,Yes,No,No,No,No,No,Yes,Media
a,d,Yes,No,Yes,No,No,Yes,No,Yes,Media
c,c,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Media
a,b,Yes,Yes,No,No,No,Yes,No,No,Media
b,a,Yes,Yes,No,No,Yes,No,No,Yes,Media
c,c,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Media
b,a,No,No,No,No,Yes,Yes,No,No,Media
c,a,No,No,Yes,Yes,No,Yes,No,No,Media
c,a,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Media
c,a,Yes,Yes,No,Yes,Yes,Yes,No,No,Media
b,a,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Media
b,a,Yes,Yes,No,Yes,No,Yes,No,Yes,Media
c,c,Yes,Yes,No,Yes,No,Yes,No,No,Media
c,a,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Media
c,a,Yes,No,Yes,No,Yes,Yes,Yes,No,Media
c,a,No,Yes,No,Yes,No,Yes,Yes,No,Media
a,a,Yes,No,No,Yes,Yes,Yes,No,No,Media
c,a,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Media
c,b,Yes,Yes,Yes,No,No,Yes,No,Yes,Media
c,a,Yes,Yes,No,Yes,No,No,Yes,Yes,Media
c,c,Yes,No,No,Yes,Yes,Yes,No,No,Media
c,a,Yes,Yes,Yes,Yes,Yes,No,No,No,Media
a,a,Yes,No,No,Yes,No,Yes,No,No,Media
c,d,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Media
b,b,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Media
c,d,Yes,No,No,Yes,No,Yes,No,No,Media
b,a,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Media
b,a,Yes,Yes,Yes,Yes,No,Yes,No,No,Media
a,a,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Media
b,a,Yes,No,No,Yes,Yes,Yes,Yes,No,Media
c,d,Yes,Yes,No,No,No,Yes,No,No,Media
b,a,Yes,Yes,No,No,No,Yes,Yes,No,Media
a,c,Yes,No,No,Yes,No,Yes,No,No,Media
c,a,Yes,No,No,No,Yes,Yes,No,No,Media
c,a,Yes,No,No,Yes,No,No,No,No,Media
c,b,Yes,No,No,No,Yes,No,No,Yes,Media
a,a,Yes,Yes,No,Yes,No,Yes,No,Yes,Media
c,a,Yes,Yes,Yes,No,Yes,No,No,Yes,Media
c,a,No,Yes,No,No,Yes,No,Yes,No,Media
c,b,Yes,No,No,No,Yes,Yes,No,No,Media
c,d,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Media
c,a,Yes,Yes,Yes,No,No,No,No,Yes,Media
c,d,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Media
c,d,Yes,Yes,No,No,No,No,Yes,No,Media
c,b,Yes,Yes,No,Yes,No,Yes,Yes,No,Media
c,a,No,No,No,No,Yes,Yes,No,Yes,Media
b,c,Yes,No,No,No,No,Yes,No,No,Media
c,a,Yes,No,Yes,No,No,Yes,Yes,Yes,Media
c,b,Yes,Yes,No,No,No,No,No,Yes,Media
c,a,Yes,Yes,Yes,No,No,No,Yes,No,Media
a,a,Yes,Yes,No,No,No,Yes,Yes,Yes,Media
b,a,No,Yes,Yes,No,Yes,Yes,No,No,Media
c,a,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Media
a,b,Yes,Yes,No,Yes,No,Yes,No,Yes,Media
c,a,No,Yes,No,No,No,Yes,Yes,No,Media
a,c,Yes,No,No,No,No,Yes,No,No,Media
a,a,No,No,No,No,No,Yes,No,No,Media
b,a,Yes,Yes,No,No,No,Yes,No,No,Media
c,c,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Media
c,d,Yes,No,No,No,No,Yes,No,No,Media
c,a,No,No,Yes,Yes,Yes,No,No,Yes,Media
c,a,Yes,Yes,Yes,No,Yes,No,No,No,Media
a,a,No,Yes,No,No,No,Yes,Yes,Yes,Media
c,a,No,No,Yes,No,Yes,Yes,No,No,Media
c,a,Yes,Yes,No,No,Yes,No,Yes,Yes,Media
b,a,Yes,Yes,No,No,Yes,Yes,No,No,Media
c,d,No,Yes,No,No,No,Yes,Yes,Yes,Media
a,b,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Media
c,a,No,No,No,Yes,No,No,Yes,Yes,Media
c,a,No,Yes,No,Yes,No,Yes,Yes,Yes,Media
c,a,Yes,No,No,No,No,Yes,No,Yes,Media
a,a,No,Yes,Yes,No,No,Yes,No,No,Media
c,a,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Media
c,b,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Media
c,b,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Media
c,a,No,No,No,Yes,Yes,No,No,Yes,Media
c,b,Yes,No,No,No,No,Yes,No,Yes,Media
a,a,No,Yes,Yes,Yes,No,Yes,Yes,No,Media
c,d,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Media
c,d,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Media
c,a,No,Yes,Yes,No,Yes,Yes,No,No,Media
c,a,No,No,Yes,No,Yes,No,No,Yes,Media
c,a,No,Yes,Yes,No,Yes,No,Yes,No,Media
c,c,No,Yes,No,No,No,Yes,Yes,Yes,Media
c,b,Yes,Yes,No,Yes,Yes,No,No,No,Media
c,b,Yes,No,Yes,Yes,No,Yes,No,Yes,Media
c,d,No,Yes,Yes,No,Yes,Yes,Yes,No,Media
c,a,No,Yes,No,Yes,No,Yes,No,Yes,Media
c,b,Yes,Yes,No,No,No,Yes,No,No,Media
c,d,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Media
c,a,Yes,Yes,No,No,Yes,Yes,No,No,Media
c,a,No,Yes,Yes,No,No,Yes,Yes,No,Media
c,a,Yes,Yes,No,Yes,No,No,No,No,Media
c,a,No,No,Yes,No,Yes,Yes,Yes,Yes,Media
c,d,No,Yes,No,No,Yes,Yes,Yes,Yes,Media
c,d,Yes,No,Yes,Yes,Yes,Yes,No,No,Media
c,a,Yes,No,Yes,Yes,Yes,No,No,Yes,Media
c,a,No,Yes,No,Yes,Yes,No,No,Yes,Media
a,a,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Media
c,d,Yes,Yes,Yes,Yes,No,Yes,No,No,Media
c,b,Yes,Yes,No,Yes,No,No,No,No,Media
a,a,Yes,No,No,No,No,No,No,No,Media
a,b,Yes,Yes,Yes,Yes,No,Yes,No,No,Media
c,c,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Media
c,b,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Media
c,b,No,Yes,Yes,No,No,Yes,Yes,No,Media
c,b,Yes,No,Yes,No,Yes,Yes,No,Yes,Media
c,a,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Media
c,d,Yes,Yes,No,Yes,Yes,No,No,No,Media
c,d,Yes,No,No,No,Yes,Yes,Yes,Yes,Media
b,a,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Media
c,d,Yes,No,Yes,No,Yes,Yes,No,Yes,Media
b,b,Yes,Yes,No,No,Yes,Yes,No,No,Media
c,a,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Media
a,a,No,Yes,No,No,No,Yes,Yes,No,Media
c,a,No,Yes,Yes,Yes,No,No,No,Yes,Media
c,a,No,No,No,No,No,No,Yes,Yes,Media
c,a,Yes,Yes,No,Yes,Yes,No,Yes,No,Media
c,b,Yes,Yes,Yes,No,Yes,Yes,No,No,Media
c,a,No,Yes,No,Yes,No,No,Yes,Yes,Media
c,a,Yes,No,Yes,Yes,No,Yes,No,Yes,Media
c,d,Yes,Yes,Yes,No,No,Yes,No,Yes,Media
c,a,Yes,Yes,No,No,No,No,Yes,No,Media
c,a,No,No,No,Yes,No,No,Yes,No,Media
